Name,Plot,Entry,Rep,Location,Planting Date (date),Protein (1st; %),Histidine (1st; %),Serine (1st; %),Arginine (1st; %),Glycine (1st; %),Aspartic acid (1st; %),Glutamic acid (1st; %),Threonine (1st; %),Alanine (1st; %),Proline (1st; %),Cysteine (1st; %),Lysine (1st; %),Tyrosine (1st; %),Methionine (1st; %),Valine (1st; %),Isoleucine (1st; %),Leucine (1st; %),Phenylalanine (1st; %),Tryptophan (1st; %),Sample Name (1st; text)
PI 193546 AGL,NA,142,1,"Sutherland, Canada",2016,30.04083,1.047431,1.433724,2.082842,1.125211,3.380744,4.718477,1.02837,1.146904,1.221248,0.2390077,1.912873,0.8276308,0.2390366,1.390373,1.244832,2.116646,1.426786,0.2195429,16 sut 142
PI 193547 LSP AGL,NA,143,1,"Rosthern, Canada",2017,28.35971,0.704159,1.415115,2.199161,1.129072,3.401557,4.53623,1.253445,1.157033,1.168772,0.2997674,1.874415,0.8739305,0.2752577,1.40609,1.218671,2.060593,1.432055,0.228674,ros 143 sst who
PI 193547 LSP AGL,NA,143,1,"Sutherland, Canada",2017,26.92632,0.7736109,1.259758,1.856557,1.017287,3.052056,4.09039,1.069556,1.062824,1.101369,0.26288,1.730222,0.7459375,0.2534036,1.276783,1.103907,1.877409,1.278544,0.2155457,sut 143 sst who
PI 193547 LSP AGL,NA,143,1,"Rosthern, Canada",2016,30.60161,1.068986,1.489803,2.212062,1.177167,3.619736,4.73606,1.02539,1.211831,1.228117,0.2786455,1.971857,0.8512816,0.2692366,1.427695,1.238559,2.138958,1.437944,0.2393053,16 ros 143
PI 193547 LSP AGL,NA,143,1,"Sutherland, Canada",2016,28.1734,0.9244677,1.372367,1.884226,1.096493,3.239921,4.422801,0.9788167,1.125688,1.144077,0.2507995,1.860714,0.7958044,0.2559381,1.33199,1.169634,2.000836,1.344199,0.2191226,16 sut 143
PI 193548 LSP AGL,NA,144,1,"Rosthern, Canada",2017,29.51652,0.8073074,1.450833,2.280043,1.15853,3.449187,4.739891,1.227696,1.173202,1.197376,0.2682319,1.890904,0.8893604,0.2680279,1.451747,1.259167,2.134497,1.466762,0.2339091,ros 144 sst who
PI 193548 LSP AGL,NA,144,1,"Sutherland, Canada",2017,29.16886,0.8853289,1.388225,2.179799,1.114113,3.274294,4.537732,1.095822,1.140343,1.193733,0.2542907,1.815466,0.842491,0.2619697,1.396647,1.202115,2.061871,1.40134,0.231529,sut 144 sst who
PI 193548 LSP AGL,NA,144,1,"Rosthern, Canada",2016,31.53993,1.055213,1.520887,2.262494,1.215066,3.757296,5.017756,1.058227,1.242428,1.247623,0.2575783,2.021839,0.881762,0.2871698,1.484514,1.292794,2.228878,1.487203,0.2438435,16 ros 144
PI 193548 LSP AGL,NA,144,1,"Sutherland, Canada",2016,32.62006,1.097356,1.549557,2.326642,1.236214,3.787985,5.142062,1.093433,1.248143,1.269955,0.2596789,2.043159,0.8984358,0.2726423,1.530174,1.337525,2.286226,1.516629,0.2474089,16 sut 144
PI 193550 AGL,NA,145,1,"Rosthern, Canada",2017,29.59889,0.7455001,1.460949,2.294516,1.167805,3.479205,4.729862,1.254118,1.170301,1.19892,0.2651158,1.888046,0.8914218,0.2721413,1.456387,1.256107,2.151869,1.474079,0.2357127,ros 145 sst who
PI 193550 AGL,NA,145,1,"Sutherland, Canada",2017,31.69749,0.9854816,1.510386,2.474709,1.194115,3.608842,4.976505,1.187243,1.236536,1.261649,0.2687479,1.964896,0.9174076,0.2744511,1.527787,1.306968,2.237298,1.527855,0.2456407,sut 145 sst who
PI 193550 AGL,NA,145,1,"Rosthern, Canada",2016,31.33848,1.074855,1.502524,2.239579,1.208201,3.674907,4.93505,1.061808,1.24172,1.24806,0.2513731,1.999538,0.8702561,0.2805277,1.471332,1.274508,2.207567,1.469306,0.2416973,16 ros 145
PI 193550 AGL,NA,145,1,"Sutherland, Canada",2016,33.26593,1.213428,1.588517,2.400025,1.262403,3.873581,5.205451,1.113064,1.281867,1.282215,0.2647485,2.070218,0.9093951,0.2770465,1.55238,1.351527,2.316548,1.539722,0.2539701,16 sut 145
PI 207492 LSP AGL,NA,146,1,"Rosthern, Canada",2017,28.25653,0.7107089,1.405819,2.135933,1.136032,3.446055,4.534892,1.236443,1.174159,1.170141,0.2934324,1.880507,0.8566018,0.2801005,1.392817,1.227478,2.042305,1.42238,0.225845,ros 146 sst who
PI 207492 LSP AGL,NA,146,1,"Sutherland, Canada",2017,29.7253,0.8679458,1.408371,2.193337,1.118506,3.392908,4.560619,1.204557,1.173584,1.190401,0.2822076,1.894303,0.8554671,0.275349,1.401133,1.220498,2.060682,1.418908,0.2314575,sut 146 sst who
PI 207492 LSP AGL,NA,146,1,"Rosthern, Canada",2016,30.41522,0.9694688,1.461073,2.135613,1.167899,3.589291,4.672167,1.080468,1.230154,1.249515,0.279215,1.969808,0.8495933,0.2786659,1.398993,1.227133,2.126283,1.427085,0.2340561,16 ros 146
PI 207492 LSP AGL,NA,146,1,"Sutherland, Canada",2016,29.87865,0.8897575,1.436216,2.07244,1.180597,3.588482,4.725765,1.06218,1.207103,1.22438,0.2679337,1.950669,0.8693952,0.2904643,1.395409,1.223133,2.122919,1.398228,0.2320932,16 sut 146
PI 518731 LSP AGL,NA,147,1,"Rosthern, Canada",2017,29.20202,0.8666644,1.432457,2.262364,1.138953,3.465267,4.716569,1.20694,1.191085,1.191554,0.2789753,1.913283,0.887558,0.2585385,1.440276,1.257353,2.113681,1.467403,0.2283244,ros 147 sst who
PI 518731 LSP AGL,NA,147,1,"Sutherland, Canada",2017,32.28003,1.339845,1.503054,2.532181,1.188083,3.449785,4.887459,1.172058,1.211151,1.271517,0.249845,1.925357,0.8906851,0.2413628,1.482834,1.29686,2.191923,1.522412,0.2339842,sut 147 sst who
PI 518731 LSP AGL,NA,147,1,"Rosthern, Canada",2016,30.56867,0.9030745,1.488674,2.197578,1.181701,3.600097,4.918604,1.023307,1.293798,1.27412,0.2786697,2.002983,0.8752103,0.2869928,1.463882,1.298374,2.210793,1.493233,0.2297888,16 ros 147
PI 518731 LSP AGL,NA,147,1,"Sutherland, Canada",2016,28.71474,0.9132596,1.380067,1.900688,1.096943,3.26728,4.518199,0.9791363,1.147258,1.166783,0.2524219,1.878038,0.8157891,0.2603316,1.344231,1.192474,2.028411,1.366156,0.2199747,16 sut 147
PI 209858 LSP AGL,NA,148,1,"Rosthern, Canada",2017,29.01514,1.024982,1.424438,2.222598,1.125424,3.235101,4.593971,1.176471,1.112287,1.171213,0.2586071,1.855572,0.8603738,0.2414922,1.393511,1.236612,2.059162,1.441934,0.2208218,ros 148 sst who
PI 209858 LSP AGL,NA,148,1,"Sutherland, Canada",2017,31.5333,1.245877,1.483056,2.460747,1.164221,3.371641,4.809783,1.144359,1.182627,1.245681,0.2554632,1.905615,0.8862898,0.2408794,1.463459,1.279866,2.156378,1.500614,0.2333799,sut 148 sst who
PI 209858 LSP AGL,NA,148,1,"Rosthern, Canada",2016,31.4096,1.107792,1.498046,2.232509,1.198572,3.595026,4.904286,1.062611,1.241099,1.265232,0.267858,2.002621,0.8832209,0.2841327,1.452388,1.280355,2.207532,1.479772,0.2344588,16 ros 148
PI 209858 LSP AGL,NA,148,1,"Sutherland, Canada",2016,33.26555,1.396492,1.5576,2.379021,1.238758,3.609694,5.057744,1.070376,1.272977,1.325711,0.246764,2.026948,0.8994362,0.2466222,1.489306,1.321619,2.278475,1.527359,0.2431116,16 sut 148
PI 211052 LSP AGL,NA,149,1,"Rosthern, Canada",2017,28.46326,0.7912033,1.384048,2.175095,1.099162,3.42507,4.574872,1.199341,1.154971,1.159283,0.2659715,1.864397,0.8525463,0.2684167,1.386528,1.200099,2.053322,1.408615,0.2216875,ros 149 sst who
PI 211052 LSP AGL,NA,149,1,"Sutherland, Canada",2017,30.48282,1.072402,1.438004,2.300195,1.135631,3.48415,4.66627,1.144693,1.21644,1.207526,0.2724978,1.905811,0.8653046,0.2627979,1.435533,1.237589,2.10107,1.439828,0.2342792,sut 149 sst who
PI 211052 LSP AGL,NA,149,1,"Rosthern, Canada",2016,29.19816,0.9807044,1.412941,2.021475,1.113946,3.443863,4.607055,1.023401,1.159553,1.169481,0.2520012,1.911037,0.8288569,0.2794008,1.362593,1.186341,2.054188,1.37438,0.2231228,16 ros 149
PI 211052 LSP AGL,NA,149,1,"Sutherland, Canada",2016,29.61384,1.00545,1.417277,2.032439,1.117725,3.457949,4.658313,0.9910222,1.158306,1.170248,0.2532094,1.90393,0.8276513,0.2659844,1.377257,1.206019,2.072096,1.381299,0.2260729,16 sut 149
PI 212100 LSP AGL,NA,150,1,"Rosthern, Canada",2017,26.73181,0.618899,1.343635,2.017269,1.080808,3.294498,4.409844,1.182136,1.132379,1.125445,0.2820141,1.819199,0.8256935,0.2647822,1.349074,1.185276,1.994238,1.383615,0.2144525,ros 150 sst who
PI 212100 LSP AGL,NA,150,1,"Sutherland, Canada",2017,28.95774,0.8658928,1.378587,2.115035,1.086512,3.26199,4.465182,1.133348,1.126118,1.158139,0.2774648,1.838246,0.8238513,0.2570685,1.381734,1.198116,2.023218,1.393679,0.2255527,sut 150 sst who
PI 212100 LSP AGL,NA,150,1,"Rosthern, Canada",2016,28.318,0.8812847,1.381551,1.902471,1.090162,3.310425,4.418533,0.9645723,1.134508,1.162381,0.2576479,1.889218,0.791731,0.2678971,1.320926,1.153909,1.991194,1.335227,0.2173271,16 ros 150
PI 212100 LSP AGL,NA,150,1,"Sutherland, Canada",2016,30.72472,1.085092,1.452891,2.121312,1.16163,3.496326,4.771641,1.027268,1.203911,1.219664,0.2651303,1.939936,0.8386391,0.2599292,1.399301,1.239829,2.129297,1.422406,0.2310586,16 sut 150
PI 212610 LSP AGL,NA,151,1,"Rosthern, Canada",2017,25.78254,0.5668347,1.306741,1.877921,1.051535,3.172557,4.291894,1.151652,1.085436,1.10008,0.2741731,1.795044,0.811739,0.2682504,1.324207,1.18016,1.936741,1.355214,0.2044434,ros 151 sst who
PI 212610 LSP AGL,NA,151,1,"Sutherland, Canada",2017,29.28688,0.8981892,1.409251,2.081449,1.119982,3.264132,4.452807,1.135098,1.141978,1.172141,0.2765772,1.869998,0.8462726,0.2674144,1.410887,1.221502,2.043699,1.405537,0.2296037,sut 151 sst who
PI 212610 LSP AGL,NA,151,1,"Rosthern, Canada",2016,29.37887,0.8849291,1.435198,2.034904,1.130093,3.438712,4.620317,1.038329,1.186521,1.205013,0.265516,1.94619,0.8350501,0.2736688,1.383761,1.216899,2.083226,1.408225,0.2263241,16 ros 151
PI 212610 LSP AGL,NA,151,1,"Sutherland, Canada",2016,30.28383,0.9907808,1.429193,2.054312,1.151295,3.487353,4.706525,1.069869,1.206635,1.20989,0.263531,1.931823,0.8489077,0.2777576,1.386643,1.229464,2.107404,1.406554,0.2319486,16 sut 151
PI 217949 LSP AGL,NA,152,1,"Rosthern, Canada",2017,28.29201,1.025386,1.351822,2.193093,1.083154,3.226257,4.466243,1.145632,1.09182,1.150983,0.2350363,1.777514,0.8285248,0.2398564,1.35363,1.181602,2.014277,1.4009,0.2141126,ros 152 sst who
PI 217949 LSP AGL,NA,152,1,"Sutherland, Canada",2017,29.24292,1.162675,1.34226,2.203129,1.06588,3.190004,4.397413,1.055379,1.117872,1.188281,0.2331937,1.769364,0.8027748,0.2369495,1.346142,1.169008,1.998396,1.379261,0.21651,sut 152 sst who
PI 217949 LSP AGL,NA,152,1,"Rosthern, Canada",2016,29.58646,1.111749,1.38479,2.031349,1.106638,3.350201,4.583337,0.9587893,1.122661,1.19636,0.228127,1.868698,0.7924361,0.2540103,1.348105,1.187622,2.056634,1.377758,0.2165697,16 ros 152
PI 217949 LSP AGL,NA,152,1,"Sutherland, Canada",2016,28.95513,1.090102,1.374366,2.02009,1.11806,3.413144,4.591008,0.9359955,1.122036,1.197555,0.2211462,1.861608,0.7971518,0.2545895,1.35218,1.18951,2.069175,1.372494,0.2133716,16 sut 152
PI 238758 LSP AGL,NA,153,1,"Rosthern, Canada",2017,29.92858,0.8169522,1.467524,2.330765,1.200187,3.452239,4.875552,1.262269,1.208318,1.236256,0.2755012,1.952246,0.9174532,0.2729959,1.482499,1.297978,2.178173,1.516048,0.2382982,ros 153 sst who
PI 238758 LSP AGL,NA,153,1,"Sutherland, Canada",2017,30.76241,0.9129841,1.463399,2.312665,1.191614,3.398786,4.827409,1.201081,1.192868,1.239718,0.2658944,1.951797,0.910423,0.2687027,1.482969,1.288025,2.164987,1.497661,0.2386788,sut 153 sst who
PI 238758 LSP AGL,NA,153,1,"Rosthern, Canada",2016,31.66313,0.9680606,1.572507,2.096698,1.289163,3.652698,4.743834,1.040595,1.496446,1.338548,0.3028308,2.036211,0.8552786,0.270088,1.518248,1.365582,2.292177,1.558071,0.2607408,16 ros 153
PI 238758 LSP AGL,NA,153,1,"Sutherland, Canada",2016,31.0249,0.9373439,1.475539,2.125327,1.190858,3.430789,4.896519,1.086628,1.222718,1.253463,0.2512224,1.98871,0.8752057,0.2622268,1.446202,1.28403,2.193603,1.468918,0.2391059,16 sut 153
PI 244046 AGL,NA,154,1,"Rosthern, Canada",2017,29.67081,0.7549521,1.463799,2.303351,1.145802,3.527799,4.726626,1.223985,1.195225,1.196183,0.287393,1.910909,0.9001505,0.2718644,1.464457,1.269403,2.139215,1.475595,0.2350826,ros 154 sst who
PI 244046 AGL,NA,154,1,"Sutherland, Canada",2017,34.23546,1.177692,1.639027,2.775238,1.265108,3.918943,5.338776,1.217078,1.342915,1.338599,0.3044035,2.089906,0.9944363,0.2782944,1.644446,1.415534,2.396903,1.649951,0.2616336,sut 154 sst who
PI 244046 AGL,NA,154,1,"Rosthern, Canada",2016,32.6947,1.167213,1.536883,2.395119,1.208828,3.78216,5.068798,1.103426,1.290017,1.289058,0.2741096,2.03545,0.9087602,0.2977148,1.495593,1.305708,2.260515,1.518564,0.2394686,16 ros 154
PI 244046 AGL,NA,154,1,"Sutherland, Canada",2016,35.18409,1.347707,1.670402,2.657475,1.310568,4.110785,5.473676,1.150083,1.364072,1.35072,0.2908016,2.166284,0.9783278,0.277967,1.632316,1.423903,2.432499,1.630934,0.263375,16 sut 154
PI 250156 LSP AGL,NA,155,1,"Rosthern, Canada",2017,27.15512,0.7906938,1.319829,1.963215,1.060886,2.968252,4.114744,1.058609,1.045904,1.120623,0.2734565,1.699355,0.7793378,0.2333351,1.304457,1.136153,1.920623,1.331186,0.2153849,ros 155 sst who
PI 250156 LSP AGL,NA,155,1,"Sutherland, Canada",2017,27.94169,0.9356337,1.326338,2.063358,1.046504,3.076305,4.277076,1.050529,1.099485,1.139223,0.2548423,1.76505,0.7979634,0.2423556,1.32801,1.156205,1.945476,1.356018,0.2127254,sut 155 sst who
PI 250156 LSP AGL,NA,155,1,"Rosthern, Canada",2016,28.47511,0.854791,1.360019,1.912125,1.072627,3.243077,4.476055,0.9811398,1.09815,1.161672,0.2451735,1.858534,0.782168,0.2627513,1.309403,1.161805,2.003621,1.351288,0.2096883,16 ros 155
PI 250156 LSP AGL,NA,155,1,"Sutherland, Canada",2016,29.04114,0.9702947,1.393998,1.935055,1.10969,3.271923,4.563248,0.9991536,1.113925,1.161775,0.2409102,1.880502,0.7985003,0.2488971,1.352198,1.196493,2.045339,1.374751,0.2176321,16 sut 155
PI 250158 LSP AGL,NA,156,1,"Rosthern, Canada",2017,27.26705,0.8942512,1.299266,2.026768,1.048545,3.06315,4.21895,1.142065,1.061484,1.110332,0.250476,1.731202,0.7949406,0.2363081,1.294977,1.135177,1.915898,1.334382,0.2090501,ros 156 sst who
PI 250158 LSP AGL,NA,156,1,"Sutherland, Canada",2017,28.53305,1.197165,1.294391,2.111076,1.021447,3.042746,4.203303,1.010307,1.080983,1.160038,0.2341671,1.714584,0.781141,0.2278526,1.291729,1.126351,1.916178,1.325373,0.2100856,sut 156 sst who
PI 250158 LSP AGL,NA,156,1,"Rosthern, Canada",2016,28.36222,1.113152,1.304954,1.880653,1.049068,3.146154,4.319897,0.9222515,1.076686,1.158028,0.2287408,1.776114,0.7544255,0.2493285,1.263892,1.125412,1.951572,1.303435,0.2022395,16 ros 156
PI 250158 LSP AGL,NA,156,1,"Sutherland, Canada",2016,28.3155,1.096159,1.309573,1.876139,1.056306,3.113721,4.333489,0.9291747,1.068232,1.141456,0.2275226,1.770303,0.7652375,0.2413012,1.275688,1.137501,1.94932,1.305704,0.2086509,16 sut 156
PI 251248 LSP AGL,NA,157,1,"Rosthern, Canada",2017,30.36148,0.8974526,1.497449,2.377661,1.202108,3.671091,4.867785,1.276192,1.243706,1.203935,0.2943583,1.974688,0.9179385,0.2775232,1.501451,1.298547,2.183204,1.510684,0.241872,ros 157 sst who
PI 251248 LSP AGL,NA,157,1,"Sutherland, Canada",2017,35.09668,1.235826,1.680333,2.877426,1.317787,4.08215,5.448359,1.243339,1.357294,1.362179,0.317973,2.097414,1.020353,0.2892618,1.663326,1.430193,2.438249,1.672564,0.2676302,sut 157 sst who
PI 251248 LSP AGL,NA,157,1,"Rosthern, Canada",2016,32.7394,1.235882,1.526884,2.362655,1.218455,3.837457,4.973548,1.056716,1.303214,1.292882,0.2841014,2.012172,0.8912842,0.2977557,1.47324,1.282994,2.233387,1.488295,0.2472753,16 ros 157
PI 251248 LSP AGL,NA,157,1,"Sutherland, Canada",2016,33.26745,1.290176,1.584426,2.434734,1.27102,3.855796,5.139063,1.053399,1.319242,1.293585,0.2820788,2.041916,0.913747,0.270224,1.526439,1.341853,2.29216,1.536517,0.2573624,16 sut 157
PI 273664 LSP AGL,NA,158,1,"Rosthern, Canada",2017,28.28152,0.6188627,1.425736,2.174811,1.136951,3.311494,4.591131,1.269122,1.168794,1.171457,0.2802548,1.893816,0.863985,0.253364,1.413796,1.23777,2.081802,1.454404,0.2249528,ros 158 sst who
PI 273664 LSP AGL,NA,158,1,"Sutherland, Canada",2017,28.61487,0.7776709,1.398306,2.109031,1.108103,3.163224,4.461484,1.130519,1.13362,1.172845,0.2771367,1.831032,0.8306276,0.2439309,1.38863,1.211079,2.044124,1.41354,0.2256915,sut 158 sst who
PI 273664 LSP AGL,NA,158,1,"Rosthern, Canada",2016,28.33733,0.7848458,1.368181,1.877023,1.078847,3.206889,4.475433,1.008901,1.116912,1.158086,0.2542936,1.875452,0.7855936,0.2600221,1.319213,1.174572,2.017136,1.357553,0.2113476,16 ros 158
PI 273664 LSP AGL,NA,158,1,"Sutherland, Canada",2016,28.38117,0.8484591,1.395415,1.905468,1.101986,3.25844,4.536167,1.021881,1.118195,1.146262,0.2471468,1.89482,0.7905729,0.2495857,1.349949,1.19538,2.039713,1.377461,0.2165805,16 sut 158
PI 280686 AGL,NA,159,1,"Rosthern, Canada",2017,28.61871,0.739218,1.413793,2.227732,1.152715,3.437165,4.568298,1.246683,1.185715,1.181315,0.2901739,1.862528,0.8886077,0.270925,1.412779,1.226079,2.085249,1.449349,0.2306177,ros 159 sst who
PI 280686 AGL,NA,159,1,"Sutherland, Canada",2017,28.74775,0.9173428,1.389528,2.153465,1.114709,3.231494,4.401905,1.062717,1.17907,1.195264,0.282621,1.810511,0.8458908,0.256811,1.397178,1.208717,2.042166,1.414803,0.2263493,sut 159 sst who
PI 280686 AGL,NA,159,1,"Rosthern, Canada",2016,29.95804,1.034453,1.417795,2.112095,1.111722,3.461194,4.594662,0.9755818,1.192147,1.204754,0.2716018,1.911666,0.8188637,0.2769207,1.369893,1.198717,2.071052,1.405307,0.2241605,16 ros 159
PI 280686 AGL,NA,159,1,"Sutherland, Canada",2016,31.10025,1.191638,1.457779,2.219496,1.162865,3.554025,4.827534,1.006904,1.193243,1.224624,0.2660683,1.926212,0.864165,0.2693784,1.403087,1.238997,2.134361,1.436364,0.2347346,16 sut 159
PI 283604 LSP AGL,NA,160,1,"Rosthern, Canada",2017,28.97763,0.9100292,1.389594,2.257011,1.126645,3.281934,4.64772,1.187399,1.151478,1.218309,0.2503532,1.853125,0.8714895,0.2628007,1.400732,1.232049,2.075393,1.44069,0.2209038,ros 160 sst who
PI 283604 LSP AGL,NA,160,1,"Sutherland, Canada",2017,30.69193,1.030061,1.469829,2.415576,1.162081,3.310425,4.793312,1.102842,1.220421,1.282156,0.2545027,1.916249,0.8927388,0.2567659,1.486063,1.286946,2.163548,1.501896,0.2334895,sut 160 sst who
PI 283604 LSP AGL,NA,160,1,"Rosthern, Canada",2016,31.98849,0.9814265,1.505033,2.298057,1.232193,3.650251,5.11775,1.137737,1.245303,1.314369,0.2529027,2.044064,0.9005888,0.2997561,1.483078,1.30614,2.277363,1.518116,0.2370287,16 ros 160
PI 283604 LSP AGL,NA,160,1,"Sutherland, Canada",2016,32.66662,1.201648,1.51128,2.36168,1.207758,3.603841,5.08503,1.074621,1.212115,1.313513,0.2481278,1.98699,0.8909165,0.2598736,1.46355,1.30375,2.245601,1.504494,0.2400635,16 sut 160
PI 289066 AGL,NA,161,1,"Rosthern, Canada",2017,29.95862,1.070892,1.457888,2.316605,1.165476,3.356766,4.705402,1.224764,1.168962,1.208757,0.2599066,1.889356,0.8855079,0.2497278,1.424995,1.25884,2.11179,1.471175,0.2288274,ros 161 sst who
PI 289066 AGL,NA,161,1,"Sutherland, Canada",2017,29.67431,1.086335,1.426949,2.223686,1.142563,3.262764,4.567259,1.114838,1.137457,1.198626,0.2618662,1.843857,0.8602664,0.2524368,1.403568,1.233552,2.066976,1.431281,0.2271637,sut 161 sst who
PI 289066 AGL,NA,161,1,"Rosthern, Canada",2016,31.29581,1.094689,1.501732,2.175272,1.198121,3.539615,4.868033,1.068276,1.223308,1.244533,0.2629053,1.995168,0.8892569,0.2819009,1.443813,1.279027,2.186672,1.468687,0.2301879,16 ros 161
PI 289066 AGL,NA,161,1,"Sutherland, Canada",2016,32.96968,1.370067,1.526252,2.314729,1.217758,3.594148,4.998432,1.04597,1.27122,1.306841,0.2438717,1.987327,0.8797694,0.2460305,1.459954,1.301546,2.237802,1.494647,0.2398102,16 sut 161
PI 289073 LSP AGL,NA,162,1,"Rosthern, Canada",2017,27.96016,0.8269731,1.395394,2.132787,1.125602,3.224366,4.502293,1.152283,1.126078,1.1456,0.2524021,1.827999,0.836284,0.2452256,1.399089,1.227516,2.040254,1.427123,0.2159557,ros 162 sst who
PI 289073 LSP AGL,NA,162,1,"Sutherland, Canada",2017,29.1861,0.8565747,1.434249,2.18774,1.124008,3.210899,4.562797,1.113836,1.14818,1.176667,0.2621719,1.851866,0.8503041,0.2464018,1.433577,1.24971,2.081878,1.446598,0.2235541,sut 162 sst who
PI 289073 LSP AGL,NA,162,1,"Rosthern, Canada",2016,30.73567,1.016249,1.47922,2.163609,1.169306,3.463882,4.806639,1.033394,1.198255,1.233772,0.2411402,1.953449,0.8468055,0.2724276,1.439518,1.263843,2.166836,1.460836,0.2240242,16 ros 162
PI 289073 LSP AGL,NA,162,1,"Sutherland, Canada",2016,29.45247,1.028631,1.420438,2.037436,1.112751,3.237547,4.567965,0.9838972,1.119445,1.169581,0.2406118,1.869904,0.8025602,0.2350244,1.371231,1.21521,2.042662,1.391449,0.2172352,16 sut 162
PI 289079 LSP AGL,NA,163,1,"Rosthern, Canada",2017,28.45749,0.8982425,1.387373,2.151648,1.110499,3.192322,4.5209,1.151961,1.138671,1.162915,0.2433776,1.846827,0.8375049,0.2458306,1.397475,1.217723,2.03636,1.421902,0.219347,ros 163 sst who
PI 289079 LSP AGL,NA,163,1,"Sutherland, Canada",2017,28.65314,0.9473199,1.36482,2.098168,1.08431,3.094631,4.443752,1.056247,1.119145,1.158544,0.243359,1.820903,0.8134121,0.2365119,1.382584,1.20209,2.008376,1.394582,0.2208479,sut 163 sst who
PI 289079 LSP AGL,NA,163,1,"Rosthern, Canada",2016,30.8627,1.047409,1.471695,2.116902,1.186535,3.485835,4.846216,1.030629,1.206401,1.234863,0.2425601,1.973805,0.8540572,0.2795364,1.434742,1.259193,2.169362,1.451688,0.2284235,16 ros 163
PI 289079 LSP AGL,NA,163,1,"Sutherland, Canada",2016,29.46043,1.019697,1.396833,2.00117,1.109645,3.241478,4.59573,0.9874921,1.12433,1.166036,0.2309971,1.866842,0.8044181,0.2498894,1.358466,1.200012,2.042363,1.381738,0.2220374,16 sut 163
PI 290716 LSP AGL,NA,164,1,"Rosthern, Canada",2017,29.08236,0.7957492,1.38789,2.196277,1.11322,3.387795,4.546819,1.21314,1.156091,1.180434,0.2837876,1.870356,0.8561347,0.2698862,1.388705,1.203365,2.041775,1.412169,0.227222,ros 164 sst who
PI 290716 LSP AGL,NA,164,1,"Sutherland, Canada",2017,27.47275,0.8548306,1.283582,1.966539,1.050924,3.056939,4.171128,1.10101,1.113147,1.140194,0.2601151,1.7525,0.7900395,0.2568029,1.303935,1.122669,1.914004,1.318278,0.2169863,sut 164 sst who
PI 290716 LSP AGL,NA,164,1,"Rosthern, Canada",2016,30.99839,1.050021,1.455418,2.117627,1.201899,3.646924,4.794165,1.079347,1.270421,1.264536,0.2632018,1.986156,0.8474473,0.296492,1.415806,1.235153,2.168414,1.430471,0.2394324,16 ros 164
PI 290716 LSP AGL,NA,164,1,"Sutherland, Canada",2016,29.34826,0.980154,1.386809,1.969388,1.124727,3.379838,4.520708,1.009713,1.178039,1.193376,0.2551399,1.886931,0.8070402,0.2654566,1.349823,1.182258,2.047671,1.365582,0.2271965,16 sut 164
PI 297285 LSP AGL,NA,165,1,"Rosthern, Canada",2017,28.83768,0.7765191,1.419213,2.19164,1.136473,3.289533,4.653512,1.208747,1.147535,1.188762,0.2724781,1.895833,0.881905,0.2604552,1.425262,1.255654,2.089181,1.462872,0.2285925,ros 165 sst who
PI 297285 LSP AGL,NA,165,1,"Sutherland, Canada",2017,29.60253,0.8837245,1.431652,2.226418,1.157857,3.299383,4.676558,1.153478,1.160083,1.213926,0.2704512,1.896519,0.8747952,0.2651754,1.446067,1.258884,2.113097,1.467411,0.233565,sut 165 sst who
PI 297285 LSP AGL,NA,165,1,"Rosthern, Canada",2016,33.05352,0.990374,1.553793,2.304617,1.273317,3.70969,5.142449,1.139913,1.393948,1.35614,0.2765618,2.100167,0.9016271,0.2856311,1.539163,1.366734,2.336462,1.570198,0.2530527,16 ros 165
PI 297285 LSP AGL,NA,165,1,"Sutherland, Canada",2016,31.4669,1.081402,1.471542,2.191349,1.186872,3.497318,4.907118,1.086616,1.177323,1.24977,0.2582802,1.963323,0.875958,0.2568823,1.430732,1.272688,2.181597,1.467511,0.2387878,16 sut 165
PI 297287 AGL,NA,166,1,"Rosthern, Canada",2017,30.03188,0.8074684,1.462238,2.341369,1.195537,3.481897,4.832849,1.290551,1.189547,1.227596,0.2775386,1.963332,0.9243192,0.2826515,1.475462,1.276209,2.161479,1.504631,0.2382926,ros 166 sst who
PI 297287 AGL,NA,166,1,"Sutherland, Canada",2017,29.85007,0.9180918,1.43152,2.233465,1.17486,3.28807,4.665098,1.130522,1.16613,1.23909,0.2634282,1.898955,0.8748122,0.2697686,1.45149,1.250459,2.124172,1.466695,0.234734,sut 166 sst who
PI 297287 AGL,NA,166,1,"Rosthern, Canada",2016,32.77113,1.084362,1.515323,2.365096,1.247928,3.727331,5.104605,1.124058,1.281097,1.320636,0.2638536,2.051081,0.904583,0.2935072,1.499622,1.306583,2.284852,1.529277,0.2493815,16 ros 166
PI 297287 AGL,NA,166,1,"Sutherland, Canada",2016,32.58381,1.079862,1.523434,2.384754,1.244833,3.726431,5.100111,1.138907,1.232237,1.297969,0.2682667,2.021177,0.9145146,0.2775775,1.488268,1.306348,2.264656,1.520836,0.2500981,16 sut 166
