"Entry","Name","Source","CollDate","Lat","Lon","Origin","Region","DTF_Cluster","CotyledonColor","Size","SeedMass1000.2016","SeedMass1000.2017","DTE_Ro16","DTE_Ro17","DTE_Su16","DTE_Su17","DTF_Ro16","DTF_Ro17","DTF_Su16","DTF_Su17","DTM_Ro16","DTM_Ro17","DTM_Su16","DTM_Su17","REP_Ro16","REP_Ro17","REP_Su16","REP_Su17","Pc_Ro16","Pc_Ro17","Pc_Su16","Pc_Su17","Tb_Ro16","Tb_Ro17","Tb_Su16","Tb_Su17"
202,"PI 320935 LSP AGL","USDA",1967,NA,NA,"Iran","Asia",4,"Red","M",34.9,32.1,8.7,9.3,14.3,10.7,43.7,42,45.3,45,95,81.3,92.3,87.3,51.3,39.3,47,42.3,7.1,7,7.2,7,-43.2,-44,-41.2,-42
203,"PI 320936 LSP AGL","USDA",1967,42,47,"Russia","Europe",3,"Red","M",26.4,24.9,8.3,9,14.3,12.3,48.3,46.3,52,52.3,94.3,82,98,87.7,46,35.7,46,35.3,3.8,4,4,4,-26.4,-27,-25.3,-26
204,"PI 320937 LSP AGL","USDA",1967,NA,NA,"Germany","Europe",8,"Yellow","M",21.5,18.5,8,9.3,15,12,52.7,51.7,59,59.3,98.7,NA,104,89,46,NA,45,31,4,4,4.1,4,-19.4,-20,-18.5,-19
205,"CN 105866 AGL","PGRC",NA,NA,NA,"Tunisia","Africa",7,"Red/Yellow","L",46.9,53,8.7,9.7,14.3,12.3,51,49,55.7,54.3,96,NA,94.7,88.3,45,NA,39,34,6.5,6,6.6,7,-51.7,-53,-49.6,-51
206,"PI 320941 LSP AGL","USDA",1925,NA,NA,"Ethiopia","Africa",6,"Yellow","M",27.6,26.3,8.3,9,15.7,12.7,45,44.3,49,50,92.7,NA,94.7,90,47.7,NA,45.7,39,7.1,7,7.1,7,-49.7,-51,-47.5,-49
207,"PI 320945 LSP AGL","USDA",1967,NA,NA,"Bulgaria","Europe",6,"Red","M",36,31.7,8.3,10,15.7,11.7,46.7,46.7,51.7,51.3,94,82,95.3,88.5,47.3,35,43.7,38,7,7,7,7,-72.7,-75,-69.8,-72
208,"PI 320946 LSP AGL","USDA",1926,NA,NA,"Israel","Asia",5,"Yellow","M",37.8,42.7,8,9.3,13,14.3,44,42.7,48,48,92,76,91.3,86,48,33.3,43.3,38,7,7,7.1,7,-79.1,-81,-76,-78
209,"PI 320952 LSP AGL","USDA",1967,NA,NA,"Czech Republic","Europe",8,"Yellow","S",19.1,17,9.3,10,17,14.3,54.7,53.7,60.3,61.7,100.7,NA,105,NA,46,NA,44.7,NA,4.8,5,4.9,5,-29.6,-30,-28.4,-29
210,"PI 320953 LSP AGL","USDA",1967,NA,NA,"Germany","Europe",8,"Red","S",19.8,20.5,8.7,9.7,15.7,13,52,51.3,58.3,59.3,98,NA,104,90,46,NA,46,33,6,6,6.1,6,-37.7,-39,-36.1,-37
211,"PI 320954 LSP AGL","USDA",1967,NA,NA,"Hungary","Europe",7,"Yellow","L",29.2,32.2,9,9.3,13.7,13.3,50.7,49,54,54.7,96,82,96.7,87.3,45.3,33,42.7,32.7,5.6,6,5.7,6,-35,-36,-33.5,-34
212,"PI 329157 LSP AGL","USDA",1968,38.24944444,48.30138889,"Iran","Asia",4,"Yellow","L",29.6,43,8.7,9.3,11.7,13.7,44,43.3,47,46.7,96,81.3,95.7,90,53,38,48.7,42,6.5,6,6.6,7,-35.5,-37,-33.8,-35
213,"PI 329167 LSP AGL","USDA",1968,35.23333333,58.41666667,"Iran","Asia",4,"Yellow","XL",49.1,62.7,8,9,13,13.7,45.3,45,46.7,49,94.7,80.7,97.7,88.5,49.3,35.7,51,40.5,6.3,6,6.4,7,-36.2,-37,-34.6,-36
214,"PI 339266 LSP AGL","USDA",1968,NA,NA,"Turkey","Asia",4,"Yellow","XL",54.5,60,8,9.3,11.7,11,44.7,41.3,46,43,94,80.3,94.3,89,49.3,39,48.3,46,6.5,6,6.6,7,-27.9,-29,-26.5,-27
215,"PI 339283 LSP AGL","USDA",1968,37.21666667,30.3,"Turkey","Asia",5,"Red","S",35.8,31,9.7,10,17,14,45,44.3,50.3,50,95,79.7,94.7,85,50,35.3,44.3,35,6.9,7,7,7,-79.8,-82,-76.7,-79
216,"PI 339285 AGL","USDA",1968,37.21666667,30.3,"Turkey","Asia",5,"Red","M",31,29.6,9.7,9.7,17,12,46.3,45.3,51,48.7,93.3,78,94.7,86.3,47,32.7,43.7,37.7,7,7,7,7,-68.1,-70,-65.3,-67
217,"PI 339289 LSP AGL","USDA",1968,39.96666667,41.01666667,"Turkey","Asia",4,"Yellow","XL",62.1,62.6,8.7,8.7,15,12,44.7,41,46.3,45,94.7,80.3,96,85,50,39.3,49.7,41,6.9,7,7,7,-35.1,-36,-33.4,-35
218,"PI 339292 LSP AGL","USDA",1968,40.91666667,32.08333333,"Turkey","Asia",4,"Red","M",33.5,30.7,8.3,8.7,13.7,12,45,42,48.3,46.3,96,75,97,86,51,33,48.7,40,6.6,7,6.7,7,-31.4,-32,-29.9,-31
219,"PI 339296 AGL","USDA",1968,37.76666667,38.6,"Turkey","Asia",4,"Red","M",33.6,31.7,8.3,8.3,14.3,10,44.3,40,47.3,46.3,96,78,97.7,86.3,51.7,38,50.3,40,6.4,6,6.5,7,-23.8,-25,-22.5,-23
220,"PI 343026 LSP AGL","USDA",1950,NA,NA,"Tajikistan","Asia",4,"Red","S",23.5,23.1,8.7,9.7,15.7,13,45,44.3,48.3,47.7,94.7,78,94.7,87,49.7,34.5,46.3,39.3,6.3,6,6.4,7,-30.1,-31,-28.7,-30
221,"PI 345627 LSP AGL","USDA",1932,NA,NA,"Ukraine","Europe",8,"Yellow","XL",33.8,50.2,8,9,11.7,12.7,53,52,56.3,59,98,NA,98,NA,45,NA,41.7,NA,5.4,5,5.5,6,-35,-36,-33.6,-35
222,"PI 358602 LSP AGL","USDA",1970,11.5,39.6,"Ethiopia","Africa",7,"Red","S",21.3,20.1,8.3,9,12.3,12.3,49.7,46.3,52.3,53,98,82,99.7,87,48.3,35,47.3,34,6.2,6,6.3,6,-34.2,-35,-32.6,-34
223,"PI 368647 LSP AGL","USDA",1971,41.54361111,22.54444444,"Macedonia","Europe",7,"Yellow","M",23.5,25.6,9,9,13.7,13.7,48.7,47.3,51,53,98,82,93.3,89,49.3,36,42.3,36,6.5,6,6.6,7,-43.5,-45,-41.6,-43
224,"PI 368651 LSP AGL","USDA",1971,NA,NA,"Macedonia","Europe",7,"Red","S",20.2,21.5,8.3,9.3,13.7,12.7,51,47.7,52.7,53,97,NA,98.7,90,46,NA,46,38,6.3,6,6.4,7,-37.5,-39,-35.8,-37
225,"PI 370481 LSP AGL","USDA",1971,42.99333333,20.52111111,"Serbia","Europe",7,"Yellow","XL",65.3,54.4,8.3,9,11.7,10,49.3,46.7,54,53.3,92.7,82,93.7,89.5,43.3,35,39.7,35.5,6.5,6,6.5,7,-63,-65,-60.6,-62
226,"PI 374116 LSP AGL","USDA",1972,31.75,-8.25,"Morocco","Africa",7,"Yellow","M",31.1,30.6,8,9,15,12,48,48.3,52.3,54.3,94.3,82,96.3,88.5,47,33.7,44,36,6,6,6.1,6,-34.2,-35,-32.7,-34
227,"PI 374117 LSP AGL","USDA",1972,31.75,-8.25,"Morocco","Africa",5,"Yellow","L",34.4,34.7,8.3,9,11.7,14,44,43,47,48,92,81,94.7,84.3,48,38,47.7,36.3,6.9,7,7,7,-52.6,-54,-50.3,-52
228,"PI 374118 AGL","USDA",1972,31.75,-8.25,"Morocco","Africa",5,"Red","M",33.5,37.6,8.3,9.3,11.7,12.3,44,44.3,46.7,47.7,90.3,77.7,89.3,84.3,46.3,33.3,42.7,36.7,6.8,7,6.8,7,-68.8,-71,-66,-68
229,"PI 374120 LSP AGL","USDA",1972,31.75,-8.25,"Morocco","Africa",7,"Red/Yellow","L",42.1,49.4,8,8.7,14.3,11.7,48,49,54,56.7,97.3,NA,96.3,88.5,49.3,NA,42.3,32.5,6,6,6.1,6,-59,-60,-56.7,-58
230,"PI 374121 AGL","USDA",1972,31.75,-8.25,"Morocco","Africa",4,"Yellow","L",52.9,55.3,8.3,8.3,12.3,13.3,45.3,45.7,49.7,50.7,94,80,94,88,48.7,34.5,44.3,37.3,6.3,6,6.4,7,-41.9,-43,-40.2,-41
231,"PI 379368 LSP AGL","USDA",1972,41.85,21.8167,"Macedonia","Europe",4,"Yellow","M",50.2,56.7,8,9.3,11.7,12.7,45.7,46,48.7,50,96,79,95,87,50.3,33,46.3,37,6.5,6,6.6,7,-48.2,-50,-46.2,-48
232,"PI 383682 LSP AGL","USDA",1960,NA,NA,"Turkey","Asia",6,"Red","S",22.6,20,9.3,9,17,12.7,47.7,44.7,48.7,48.3,94.7,80.3,98.3,87.5,47,35.7,49.7,39.5,6.9,7,6.9,7,-44.6,-46,-42.6,-44
233,"PI 420818 AGL","USDA",NA,NA,NA,"Greece","Europe",7,"Yellow","XL",57.8,55.5,8.3,9,13,13,49.3,46,50.7,51.7,95.3,80.7,93.3,89.5,46,34.7,42.7,37.5,6.7,7,6.7,7,-74.9,-77,-72,-74
234,"PI 420924 LSP AGL","USDA",NA,32.1,35.73,"Jordan","Asia",5,"Yellow","L",50.4,55.3,8,9,13.7,11.3,45,44.3,48.3,47.7,94,79,91.3,86,49,34.7,43,38.5,6.8,7,6.9,7,-83.2,-85,-80,-82
235,"PI 420925 LSP AGL","USDA",NA,31.06555556,35.69611111,"Jordan","Asia",5,"Red","M",29.2,32.6,8.7,9.3,15.7,13,47.3,45.7,50.3,48,91.7,75.7,92.3,82.3,44.3,30,42,34,6.6,7,6.7,7,-111.9,-115,-107.8,-111
236,"PI 420929 LSP AGL","USDA",NA,31.13333333,35.64083333,"Jordan","Asia",5,"Red","M",33.6,30.9,8.3,9.7,13.7,12.7,46.3,45.7,50,50.3,89.7,79,93.3,83,43.3,33.3,43.3,32.7,6.5,7,6.6,7,-82.9,-85,-79.8,-82
237,"PI 426202 LSP AGL","USDA",1976,36.7,67.1,"Afghanistan","Asia",6,"Red","M",25.8,22.9,8.7,9.3,15,14,47.3,45.7,49.7,48,93.3,80.7,94,85.3,46,35,44.3,37.3,6.9,7,6.9,7,-50.1,-51,-47.9,-49
238,"PI 426778 LSP AGL","USDA",1976,NA,NA,"Pakistan","Asia",6,"Yellow","S",24.3,23.6,9.3,9.7,18.3,12.7,48,45.3,49,49.3,96.7,81,97,86,48.7,36,48,38,6.6,7,6.6,7,-38.9,-40,-37.1,-38
239,"PI 426784 LSP AGL","USDA",1976,30.06666667,73.06666667,"Pakistan","Asia",2,"Red","S",23.6,23.4,9.3,10,17,15,45.7,40.3,46,46.3,89,73.7,92.3,82,43.3,33.3,46.3,34.5,5,5,5.1,5,-30.6,-31,-29.4,-30
240,"PI 426797 LSP AGL","USDA",1976,32.33333333,74.35,"Pakistan","Asia",2,"Red","S",22.8,23.7,9,10.3,16.3,13,43.7,40.3,46,44.3,90,75.3,91,80.7,46.3,35,45,36.3,5.6,6,5.7,6,-37.8,-39,-36.2,-37
241,"PI 426807 LSP AGL","USDA",1976,34.6175,71.97138889,"Pakistan","Asia",5,"Red","S",23.8,21.3,9.7,10.3,15.7,13,44.7,42,48,45.7,93.3,76.7,94,83,48.7,34.7,46,37.3,6.9,7,7,7,-62.5,-64,-59.9,-62
242,"PI 431618 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","L",61.5,55.9,8.3,8.7,13.7,11.7,46.7,44.3,47.7,49,94.7,80.5,96.3,89,48,36.5,48.7,41,6,6,6.1,6,-30,-31,-28.6,-30
243,"PI 431622 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",31.7,37.4,10,9,15,12.7,47.3,45,49.3,52,94.7,78.7,90.7,86.3,47.3,33.7,41.3,34.3,6.7,7,6.8,7,-47.4,-49,-45.3,-47
244,"PI 431630 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","S",25.5,24.2,9,9.3,13.7,12.3,46,44.7,48.7,48.7,93.3,80.7,94.3,88,47.3,36,45.7,39.3,7.3,7,7.4,8,-52.2,-54,-49.9,-51
245,"PI 431633 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","XL",58.8,75.9,8,9,11.7,13,44.7,44.7,47.3,47.3,95.3,81,95.3,89,50.7,35.5,48,43,6.1,6,6.2,6,-30.4,-31,-28.9,-30
246,"PI 431636 LSP AGL","USDA",1972,NA,NA,"Iran","Asia",4,"Yellow","L",47.2,61.5,8.3,9,12.3,11.7,45,42.7,46.3,47.3,94,80,94,86.7,49,38,47.7,39.3,6.8,7,6.8,7,-39.4,-41,-37.6,-39
247,"PI 431643 LSP AGL","USDA",1972,NA,NA,"Iran","Asia",4,"Yellow","M",25.9,29.3,9,9.3,16.3,11.7,45.7,42,46.7,45.3,94,78.3,96.3,88.5,48.3,36.3,49.7,42,6.6,7,6.7,7,-34.7,-36,-33.1,-34
248,"PI 431662 LSP AGL","USDA",1972,NA,NA,"Iran","Asia",6,"Red","S",28.8,27.1,9,9.3,15,14,46.3,44.7,49,50,94.3,77.3,94,85.3,48,32.7,45,35.3,6.5,6,6.6,7,-38,-39,-36.3,-37
249,"PI 431663 LSP AGL","USDA",1973,NA,NA,"Iran","Asia",6,"Yellow","M",33.8,32.3,8,8.7,15.7,12.3,46,44.3,48.7,48,92,79,94,86,46,34.7,45.3,37,6.8,7,6.8,7,-39.8,-41,-38,-39
250,"PI 431679 LSP AGL","USDA",NA,NA,NA,"Egypt","Africa",6,"Red","M",26.4,24.3,9.7,9.3,17,11,46.7,46.7,51.3,53,93.3,82,94.3,87,46.7,35,43,35,6.4,6,6.5,7,-28.6,-30,-27.2,-28
251,"PI 431684 LSP AGL","USDA",1973,NA,NA,"Iran","Asia",6,"Red","S",24.6,25.6,9.3,9.3,15.7,14,45.3,44.7,48,49,95.3,81,94.3,87,50,36.5,46.3,38,7,7,7,7,-41.7,-43,-39.8,-41
252,"PI 431705 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",32,36.3,8.7,9,14.3,12.3,46.3,46,49.7,48,94,80.3,90.7,87.3,47.7,34.3,41,38,6.5,6,6.6,7,-37,-38,-35.3,-36
253,"PI 431710 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",26.4,33.2,8.3,8.7,15,11.3,44,44.3,49,50.3,90.3,78.3,92.3,87.7,46.3,34,43.3,37.3,6.5,6,6.6,7,-34.7,-36,-33.1,-34
254,"PI 431714 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",35.6,30.6,8,9.3,13,12.7,45,45.7,49,51,94.7,76.3,96,88.3,49.7,30.7,47,37.3,6.6,7,6.7,7,-41,-42,-39.2,-40
255,"PI 431717 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",31,29.5,8.7,9,15,11.3,44.7,44,49,50.3,93.3,77,93.3,85,48.7,33,44.3,34,6.8,7,6.9,7,-39.5,-41,-37.7,-39
256,"PI 431728 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",29.5,27.7,8.3,9,13.7,12.7,46,45,48.7,50.3,92.7,77,92.3,86,46.7,32,43.7,34.5,6.3,6,6.4,7,-31.1,-32,-29.6,-31
257,"PI 431731 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",30.4,29.4,9,8.3,15,11.7,47.7,44.7,48.7,50,95.7,76.7,94.7,86,48,32,46,35,6.5,6,6.6,7,-40.1,-41,-38.4,-40
258,"PI 431739 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",30.1,29.3,9.3,8.7,13.7,11,46,44.3,48.3,47.7,92.7,77.7,95.3,86.3,46.7,33.3,47,38.7,6.1,6,6.2,6,-31.9,-33,-30.4,-31
259,"PI 431753 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",41.8,31.8,8.3,9,13,13,44.7,45,47.3,48,91.7,78,91,84.5,47,33,43.7,35,6.6,7,6.7,7,-34.7,-36,-33,-34
260,"PI 431756 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",33.2,34.3,8.3,9.3,15,11.3,44.7,44.3,49.3,49.3,93.3,75.7,92.3,85,48.7,31.3,43,35.7,6.9,7,6.9,7,-41.2,-42,-39.3,-41
261,"PI 431809 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","L",38.2,38,8.3,9.3,13.7,13.7,45.7,42,47,47.5,94.7,79.7,92.7,84,49,37.7,45.7,36.5,6.7,7,6.8,7,-37.8,-39,-36,-37
262,"PI 431824 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",30.4,32.6,8.7,9,14.3,13.3,45.7,42,46.7,45.3,96.7,82,96,85.5,51,40,49.3,40,6.9,7,7,7,-40.2,-41,-38.3,-40
263,"PI 431863 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",34.7,38.3,8.3,9,13.7,11,48.7,46.3,50,50.7,94.7,79.7,92.3,86,46,33.3,42.3,35.3,6.3,6,6.4,7,-38.3,-39,-36.7,-38
264,"PI 431873 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","M",33.6,27.8,9.3,9,15.7,11.3,43.7,45,50,48.7,95,82,95.7,88,51.3,36.5,45.7,39.3,7.2,7,7.2,7,-49.1,-51,-46.9,-48
265,"PI 431884 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",32.3,34.5,9,8.7,15,11.3,44.7,42,46.7,45.7,95.3,77,97,89.3,50.7,35,50.3,43.7,6.9,7,7,7,-37.3,-38,-35.5,-37
266,"PI 431888 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","S",26.6,24.4,8.7,9.7,13,14,48.3,43,47.3,49.3,97.3,80.7,97,87,49,37.7,49.7,36,7.1,7,7.1,7,-47,-48,-44.9,-46
267,"PI 431923 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","S",26.9,26.8,8.3,9.3,13,12.7,47,46,49.7,52.7,93,82,95,88.3,46,36,45.3,35.7,6.8,7,6.9,7,-51.6,-53,-49.4,-51
268,"PI 431980 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","L",47.7,44.5,8.7,8.7,11.7,11.3,45.7,42.7,47,46.7,94.7,79.5,95,90,49,37,48,42,6.6,7,6.7,7,-32.1,-33,-30.6,-32
269,"PI 432000 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","S",27.5,25,8.3,9.3,14.3,12,46,42.7,48.3,47,92.3,80.7,94.3,87,46.3,38,46,39,7.2,7,7.3,7,-46.8,-48,-44.7,-46
270,"PI 432001 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",32.6,41.8,8.7,9.3,12.3,11.7,44.3,45.3,48.3,47,95.3,80.5,98,88,51,36,49.7,39,6.8,7,6.9,7,-43.6,-45,-41.6,-43
271,"PI 432002 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","S",30.6,27,9,9,13,12,47,44.7,49.3,49.7,94.7,80,92.3,86.5,47.7,35.3,43,38,7.1,7,7.1,7,-52.1,-54,-49.9,-51
272,"PI 432005 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",5,"Yellow","M",44.2,40.3,8.3,9.3,13.7,13.3,46.3,45,47.3,47.7,98,82,96,86.5,51.7,36,48.7,40,6.6,7,6.7,7,-49.7,-51,-47.6,-49
273,"PI 432028 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",32,32.6,8.7,9,15,12,46.7,46,49.7,50.7,93,78,91,86,46.3,32,41.3,34,6.6,7,6.7,7,-39.7,-41,-37.9,-39
274,"PI 432033 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","S",29.2,32,9,9.3,15,11.7,46.7,45,48.3,50.7,92.7,77.3,90.7,88.5,46,32.3,42.3,38,6.3,6,6.4,7,-31.5,-32,-30,-31
275,"PI 432085 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","L",42.3,43,8.3,9,13.7,13.3,43.5,42.7,44.7,46,93.7,79,94.3,85.7,50,36.3,49.7,39.7,7,7,7,7,-55.3,-57,-53,-55
276,"PI 432106 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","XL",60.3,63.2,8,8.3,15,12,46.3,44.7,49,48.7,96.7,81,96.7,90,50.3,37,47.7,42,6.6,7,6.7,7,-38,-39,-36.2,-37
277,"PI 432124 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Red","S",26.1,26.4,9,9.7,15,12.7,44.3,42,46.3,47.7,92,75.7,93.3,85,47.7,33.7,47,37.3,6.9,7,7,7,-38.5,-40,-36.7,-38
278,"PI 432145 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",32.3,27.3,8,9,16.3,13.7,46,45,50,53.3,93.3,76.7,94,86.3,47.3,31.7,44,33,6.7,7,6.8,7,-37.9,-39,-36.1,-37
279,"PI 432147 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Yellow","M",31.7,32.4,9,9,14.3,11.7,45.7,45.3,48.7,49.3,94.7,79,92.7,87.3,49,33.7,44,38,6.5,6,6.6,7,-30.9,-32,-29.4,-30
280,"PI 432184 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","M",35.7,35.4,8.3,8.7,13,11.7,43.7,41.3,46.7,46,95.3,78.3,98,88,51.7,37,51.3,42,6.9,7,6.9,7,-35.9,-37,-34.2,-35
281,"PI 432188 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",4,"Yellow","L",39.5,38.4,8.7,9.3,15.7,13,45.3,42.7,47,46.3,95,79,93.7,88,49.7,36.3,46.7,42.5,6.3,6,6.4,7,-31.3,-32,-29.8,-31
282,"PI 432190 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",7,"Yellow","XL",42.2,47.2,8,8.7,13,11.3,48.7,46.7,52,54,94.7,NA,96,89.5,46,NA,44,35,5.8,6,5.9,6,-31.1,-32,-29.7,-31
283,"PI 432201 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","M",26.6,28.6,8.3,9.3,15.7,13.7,45,46,50.7,52,96,80.7,99,90,51,34.7,48.3,38,6.1,6,6.2,6,-28.9,-30,-27.5,-28
284,"PI 432212 LSP AGL","USDA",1979,NA,NA,"Iran","Asia",6,"Red","M",29.6,28.5,9.3,9.7,17.7,12.7,45,45.3,49.3,48.3,93,75.7,93,87.3,48,30.3,43.7,39,6.7,7,6.8,7,-37,-38,-35.2,-36
285,"PI 432236 LSP AGL","USDA",1979,NA,NA,"Jordan","Asia",6,"Red","S",26.2,24.1,9.7,9.3,17,13.7,44,44.7,51.3,49.3,94,76.3,91.7,85,51,31.7,40.3,35.5,6.7,7,6.7,7,-37.9,-39,-36.2,-37
286,"PI 432245 LSP AGL","USDA",1979,NA,NA,"Lebanon","Asia",4,"Yellow","M",57.6,48.8,8.7,9.3,13.7,10.7,44.5,42,46.7,44.7,95.3,76.3,93,85.5,49.5,34.3,46.3,40.5,6.4,6,6.5,7,-34.5,-36,-32.9,-34
287,"PI 432271 LSP AGL","USDA",1979,NA,NA,"Turkey","Asia",8,"Red","M",27,22.4,9.3,8.7,15.7,12.3,50.7,50,54.3,55.3,97.3,82,102.3,90,46.7,34,48,35,5.6,5,5.7,6,-25.1,-26,-23.9,-25
288,"PI 432286 LSP AGL","USDA",1979,NA,NA,"Egypt","Africa",7,"Red","M",28.2,26.7,9,9,15,14,49.7,47.7,54.3,52.7,94.7,82,96.3,88,45,32,42,35.5,6.4,6,6.5,7,-55,-56,-52.8,-54
289,"PI 451763 LSP AGL","USDA",1973,46.73,-117.16,"USA","Americas",4,"Yellow","L",47.1,52.6,8,9,14.3,11.3,44.7,43,47.3,46,97,81,95,88,52.3,38.5,47.7,43,5,5,5.2,6,-17.3,-18,-16.4,-17
290,"PI 458503 LSP AGL","USDA",1981,19.51666667,-98.86666667,"Mexico","Americas",4,"Yellow","M",28.2,30.2,8.7,9.3,14.3,13.7,46,45.3,49,49,92.7,82,94.7,87.5,46.7,36.7,45.7,39.5,6.7,7,6.8,7,-48.1,-49,-46,-47
291,"PI 468900 LSP AGL","USDA",1982,NA,NA,"Brazil","Americas",7,"Yellow","M",40.4,34.9,8.3,9.3,15,11.3,48.3,45.7,52.7,51.7,97.3,80.3,99.3,88,49,34.7,46.7,36.3,6.7,7,6.7,7,-51.6,-53,-49.5,-51
292,"PI 468901 AGL","USDA",NA,NA,NA,"Brazil","Americas",8,"Red","M",27.6,24.7,8.5,9.3,13.7,13.7,52.5,51.7,57.3,60.3,97,82,98.3,90,44.5,31,41,29.5,5.8,6,5.9,6,-43,-44,-41.3,-42
293,"PI 468902 LSP AGL","USDA",1982,-28.63333333,-53.1,"Brazil","Americas",4,"Red/Yellow","M",29.8,29.2,8.7,8.7,13,12,45.3,45.3,49,47.7,96,81.3,96,90,50.7,36,47,42.5,6.5,6,6.6,7,-38.9,-40,-37.2,-38
294,"PI 472136 LSP AGL","USDA",1980,25.18333333,85.51666667,"India","Asia",2,"Red","S",25,24.2,9,10,15,12,45.3,40.3,44.7,43.3,92.3,74.3,91.3,80,47,34,46.7,37.5,4.4,4,4.5,5,-21.6,-22,-20.6,-21
295,"PI 472205 LSP AGL","USDA",1980,NA,NA,"India","Asia",1,"Red","M",33.9,36.3,9,9.7,15,13.3,44.3,41,44.7,44.3,92.3,75.7,90.7,83.7,48,35,46,39.3,2.8,3,3,3,-15.2,-16,-14.5,-15
296,"PI 472213 LSP AGL","USDA",1980,NA,NA,"India","Asia",4,"Red","S",31.7,28.3,8.3,9,15,12.3,44,43,48.7,47.3,94.7,81,97,86.5,50,37.5,48.3,39.5,6.7,7,6.8,7,-33.9,-35,-32.3,-33
297,"PI 472327 LSP AGL","USDA",1980,28.05,79.11666667,"India","Asia",2,"Red","S",22.7,21.1,8.3,9.7,17,14,43.3,39,45.3,44,88.7,73.7,94,83.3,45.3,34.7,48.7,39.3,5.4,5,5.5,6,-31,-32,-29.7,-31
298,"PI 472380 LSP AGL","USDA",1980,28.98333333,77.7,"India","Asia",2,"Red","S",26.5,22.8,9.3,9.7,16.3,14.7,44,39.7,46,44,90.7,75,94,82.3,46.7,35.3,48,38.3,4.9,5,5,5,-25,-26,-23.9,-25
299,"PI 472416 LSP AGL","USDA",1980,NA,NA,"India","Asia",2,"Red","S",23.6,20.6,9.3,9.7,17,13.3,43.3,42,48.7,46,92,74.3,93,83.7,48.7,32.3,44.3,37.7,5.9,6,6,6,-45.8,-47,-43.9,-45
300,"PI 472488 LSP AGL","USDA",1980,NA,NA,"India","Asia",2,"Red","S",25.1,23.1,9.3,10.7,15,13.3,43,41.7,45,44.3,90.3,74.3,92.7,81,47.3,32.7,47.7,36.7,5.3,5,5.4,6,-36.2,-37,-34.8,-36
301,"PI 472559 LSP AGL","USDA",1980,NA,NA,"India","Asia",2,"Red","S",23.4,21.3,9.3,10,16.3,14.3,43.3,41.7,47.7,43.3,89.3,75,93.3,82.3,46,33.3,45.7,39,6.1,6,6.1,6,-49,-50,-47,-48
302,"PI 472561 LSP AGL","USDA",1980,NA,NA,"India","Asia",2,"Red","S",23.7,21.8,8.7,10,17,12.3,43.3,41.7,46.7,45.7,88.7,75,91.7,82,45.3,33.3,45,36,5.6,6,5.7,6,-41,-42,-39.3,-40
